RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_004399	-0.41514832910208	4.03279056058887	0.73171487218054	0.39232789582924	1	chr12	+	31226778	31257725	DDX11	30947	3777	3.88451076999941	4.45903427843224	3.28745165044695	4.22302316514534
NM_004401	-0.324916846182304	4.63260641007891	0.4575527419046	0.498769928869998	1	chr1	-	10520602	10532613	DFFA	12011	2038	4.78175147763782	4.77728896182681	4.31385600743831	4.59474973605389
NM_004402	0.211471991788485	0.532477223736786	0.0949441922915106	0.75798329657417	1	chr1	+	3773830	3801993	DFFB	28163	3042	1.3377153924668	-1.11840505904281	0.444554977316372	0.303445816277503
NM_004405	0.589511403154584	1.31306829121453	0.915626467591332	0.338625945513082	1	chr2	-	172964165	172967478	DLX2	3313	2304	2.09294132056734	-1.11840505904281	1.90238960351196	0.397989421919301
NM_004412	-0.250908672978541	2.72341304875472	0.266997066456234	0.605353316089029	1	chr10	-	17184981	17244070	TRDMT1	59089	7670	3.11537441289752	2.47441773622205	2.88487837398908	2.20327073992194
NM_004414	0.911277993146826	3.26495159855092	2.39565994418772	0.12167239341993	0.948801092172561	chr21	-	35888739	35987441	RCAN1	98702	2532	2.71645498005049	2.53572934777917	2.84428226970282	4.21871207392993
NM_004415	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	+	7541869	7586946	DSP	45077	9730	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004416	0.740515904644272	-0.569154044904646	0.820410296513315	0.365060232094549	1	chr12	+	113495661	113535833	DTX1	40172	3288	0.2377562609984	-3.8669276934307	-0.422669135182689	-0.972243967184711
NM_004417	1.83659125141823	7.22337483846795	13.7864230758482	0.000204810991756425	0.00715629254959997	chr5	-	172195092	172198203	DUSP1	3111	2024	6.29911229793595	5.74416914725707	7.95847160802703	7.75793858167234
NM_004418	5.31506678839552	-2.80026753705507	10.6056611195619	0.00112741938658114	0.0275142633287031	chr2	-	96808907	96811179	DUSP2	2272	1685	-6.92635048729141	-6.92635048729141	-1.76046885166544	-3.96707200003978
NM_004419	1.46349844750274	6.74428334484613	8.5929255677168	0.00337471413213834	0.0654819018795449	chr10	+	112257624	112271302	DUSP5	13678	2528	5.94418031291855	5.61961738732558	7.68925208421318	6.80134283828701
NM_004420	1.03215671952086	5.33247784109797	4.16589925714283	0.0412455128705491	0.461374791932935	chr11	-	1575280	1593150	DUSP8	17870	4473	4.75735352148122	4.60026065636366	6.15230527321594	5.26930639714359
NM_004421	-0.686704574938009	3.54871869121139	1.99671771595707	0.157640251910629	1	chr1	-	1270657	1284492	DVL1	13835	2924	3.29300283138492	4.25995188727129	2.73305369539173	3.45016609404271
NM_004422	0.0517136511589544	4.18662569527622	0.0117353928242903	0.913733911715349	1	chr17	-	7128660	7137863	DVL2	9203	3016	3.72719545414593	4.48258027274542	3.7673293209978	4.54568497402129
NM_004423	-0.040668199002699	7.50270877987335	0.00723367291891464	0.932220843935263	1	chr3	+	183873283	183891314	DVL3	18031	5062	7.5229038804298	7.51245779445844	7.64414327914119	7.30992546803241
NM_004424	-0.230662928227684	2.34795438741207	0.184900640911241	0.66719509907953	1	chr16	+	2273488	2285743	E4F1	12255	2651	2.36548036716988	2.42666115300455	1.60477705862553	2.70655356249656
NM_004425	0.565605208119311	3.89298830334594	1.1790105482369	0.277557520334621	1	chr1	+	150480486	150486265	ECM1	5779	2144	3.19579005729979	3.91529053804481	4.23125401678937	4.01501352473713
NM_004426	0.00404533690110919	4.67405447037136	6.81347212463379e-05	0.993414035711406	1	chr12	+	9067315	9094060	PHC1	26745	5176	5.10545322623198	4.13921772886533	4.82229042082548	4.43111028980907
NM_004428	2.13697838866067	6.124462426366	18.7086029926363	1.52293832098135e-05	0.00111263572480192	chr1	+	155100348	155107386	EFNA1	7038	1566	4.86139545280439	4.4922788045792	7.02086650973058	6.60639440650745
NM_004429	-0.22436671947262	6.97378604574632	0.224518501780835	0.635618405718842	1	chrX	+	68048839	68062006	EFNB1	13167	3330	6.5064529395326	7.48162914875564	6.24410455318433	7.29515796272328
NM_004430	5.27988248724211	4.67241379166265	78.7228130035634	7.14655058610892e-19	6.76706874998654e-15	chr8	-	22545173	22550815	EGR3	5642	4334	0.101258306890205	0.600420661626163	5.61927581806424	5.64517925092022
NM_004431	0.507771081347056	8.36437544700887	1.13044164400389	0.287681155039176	1	chr1	-	16450831	16482582	EPHA2	31751	3964	8.21999625696909	7.95087958656572	8.59158161287698	8.59480935782981
NM_004432	1.6665552997375e-17	-3.92635065335074	0	1	1	chr9	-	23690102	23826063	ELAVL2	135961	3807	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004434	0.293968610198811	4.71949694663191	0.3599273686568	0.548546575851577	1	chr14	+	100259744	100408395	EML1	148651	4463	4.67558501276647	4.37765075574274	5.23408407941159	4.40668256997637
NM_004435	-1.30727297295878	1.16425590315689	5.63748244555052	0.0175804338264349	0.243732251687426	chr9	+	131580778	131584955	ENDOG	4177	1145	1.63004844545608	1.6108201509548	-0.136056155616198	0.724211585804622
NM_004437	-0.00117880153726435	5.44856318661418	6.08094254062053e-06	0.998032453200288	1	chr1	+	29213602	29446558	EPB41	232956	5818	5.21700964715959	5.61252043229805	5.02659354458882	5.79964630415559
NM_004438	-0.0144083151925054	4.24526350068737	0.000883682435336652	0.976284940775925	1	chr2	-	222282746	222437010	EPHA4	154264	6348	4.58036837411308	3.86242494828665	4.37213102813862	4.04210509954339
NM_004439	0.958989222540937	-1.29882864525439	1.32934905498583	0.248921054583377	1	chr4	-	66185280	66536213	EPHA5	350933	8418	-4.51607163017132	-1.43390950870805	-6.9263504872914	-0.152386002793673
NM_004441	-0.966437561498298	0.312539422546266	2.64961482549466	0.103574989724621	0.860477904408968	chr3	+	134514098	134979307	EPHB1	465209	4675	-0.159566309773026	1.04195494867103	-1.76046885166544	0.51511971722401
NM_004443	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	+	184279586	184300196	EPHB3	20610	4220	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004444	-0.183819926712675	8.94557772502913	0.147334465701846	0.70109576444372	1	chr7	-	100400186	100425143	EPHB4	24957	4351	8.70501924267092	9.26812898476416	8.3471048839209	9.25829372167402
NM_004446	0.119967062636004	6.66580241016399	0.0566725285050325	0.811834615471084	1	chr1	-	220141941	220220000	EPRS	78059	5015	6.07066480837915	7.0530803223104	6.58383502279186	6.78065371481192
NM_004447	-0.0216035443586965	5.64498681316164	0.00203759320847041	0.96399595152062	1	chr12	-	15773074	15942510	EPS8	169436	4082	5.67033566075948	5.62755995258189	5.79996120553025	5.45486086967255
NM_004450	-0.161111997422407	2.44378199695764	0.0727704033691197	0.787344974997199	1	chr14	-	69846839	69865021	ERH	18182	801	1.72601650444025	3.09985117964119	2.39367749983154	2.13170051126187
NM_004452	1.6665552997375e-17	-3.92635065335074	0	1	1	chr14	+	76837689	76968180	ESRRB	130491	3014	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004453	-0.0175510764711349	1.49302923992156	0.000805681075927822	0.977355469069023	1	chr4	+	159593252	159629865	ETFDH	36613	2396	1.18848146941149	1.39617696954014	0.156983921828463	2.30437944571474
NM_004454	0.0470365078266065	7.42016542361928	0.00990252053276741	0.920732229744726	1	chr3	-	185764105	185826901	ETV5	62796	4102	7.40583070633206	7.38602268602841	7.45622886069032	7.42969686727995
NM_004455	1.52058814617053	-0.89455058162839	1.14080555277465	0.285482174510585	1	chr1	+	26348270	26362954	EXTL1	14684	4014	-6.92635048729141	-0.709819934435721	0.156983921828463	-2.11336992975399
NM_004456	0.289469736789523	3.96458185955385	0.336347076482371	0.561945386222509	1	chr7	-	148504463	148581441	EZH2	76978	2723	4.05742440370035	3.53470622282308	4.01785979488311	4.15245035043787
NM_004458	-0.174758072131345	6.90530205350963	0.136233467803379	0.712054544138855	1	chrX	-	108884563	108976621	ACSL4	92058	5023	6.95897333116368	7.01926772756689	6.83031463981815	6.79845693867589
NM_004459	0.199485751046783	7.56856448168112	0.177568728940599	0.673471015915844	1	chr17	+	65821779	65980494	BPTF	158715	10863	7.62885985403323	7.27100651384225	7.88106598869428	7.41775782569401
NM_004461	-0.282144103852189	5.97244322282114	0.349575838499518	0.55435333584938	1	chr19	-	13033283	13044558	FARSA	11275	1853	6.18061072308414	6.02705258144895	5.77317840579741	5.87005985359059
NM_004463	0.0847943684264495	5.04887960081227	0.0317558475083306	0.858564571104521	1	chrX	-	54471886	54522599	FGD1	50713	4275	5.18077423953446	4.81022961652386	5.19264282191056	4.9678918588542
NM_004464	0.503635880167713	6.49059822493392	1.02058275636784	0.31238081758183	1	chr4	+	81187741	81212171	FGF5	24430	5389	6.85756226190584	5.34775486568817	7.01630563473346	6.19702407748563
NM_004465	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	-	44305096	44388784	FGF10	83688	627	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004466	1.6665552997375e-17	-3.92635065335074	0	1	1	chr13	+	92050872	93519487	GPC5	1468615	2942	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004467	1.6665552997375e-17	-3.92635065335074	0	1	1	chr8	-	17721899	17753047	FGL1	31148	1249	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004469	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	-	15363712	15402535	FIGF	38823	557	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004470	0.508540038572634	0.18150092098193	0.664983045412975	0.414806233346173	1	chr11	+	64008412	64011607	FKBP2	3195	731	0.193676457450451	-0.640354734624122	-0.136056155616198	0.674710459265747
NM_004472	0.980104682511136	-0.650405239145576	2.00296106616877	0.156992257765058	1	chr5	-	72742084	72744352	FOXD1	2268	2268	-1.20417828756478	-2.00293692450313	0.569359353746667	-2.11336992975399
NM_004473	1.6665552997375e-17	-3.92635065335074	0	1	1	chr9	+	100615536	100618997	FOXE1	3461	3461	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004474	0.639814577118116	-0.94197875819896	0.689812360593013	0.406228211159168	1	chr1	+	47901688	47906363	FOXD2	4675	4675	-6.92635048729141	-0.281899068250554	-2.53799379928361	-0.343149050073012
NM_004475	-0.17237730148622	8.75868188836757	0.132243877534847	0.716116761081883	1	chr17	-	27206356	27224715	FLOT2	18359	2632	8.80671848525495	8.8762453221558	8.71857827001883	8.61964884800604
NM_004476	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	49168186	49230222	FOLH1	62036	2635	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004477	-0.0650132781618881	4.0867165579593	0.0154239173718054	0.901162413128823	1	chr4	+	190861973	190884359	FRG1	22386	1043	3.87756188916437	4.30687129128989	4.31087953986246	3.74514851370167
NM_004479	1.6665552997375e-17	-3.92635065335074	0	1	1	chr9	-	139924625	139927292	FUT7	2667	2414	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004480	0.0525609688053449	5.5917733821645	0.0121792821223821	0.912124045264777	1	chr14	+	65877309	66210839	FUT8	333530	4736	5.48731289665185	5.62755995258189	5.43745195305983	5.78222307304852
NM_004482	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	166604312	166650803	GALNT3	46491	3267	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004483	-0.47955794589628	-0.307586469557624	0.2645803250377	0.606990728445253	1	chr16	-	81115551	81129980	GCSH	14429	1538	-0.40858374108803	-0.709819934435721	-3.47069933393384	0.570301594971241
NM_004484	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	-	132669775	133119673	GPC3	449898	2316	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004485	1.28247310729509	-2.22072661352313	1.15145221125242	0.283245357201702	1	chr1	-	235710984	235814054	GNG4	103070	4868	-2.73549210010083	-6.92635048729141	-6.9263504872914	-1.23063171943846
NM_004486	0.0619842319881655	4.6814317484431	0.0164855429531272	0.897835565257028	1	chr9	-	131018107	131038268	GOLGA2	20161	4260	4.69350119069556	4.59306760001356	4.56933778077024	4.84040922047747
NM_004488	-5.91993950393066	-2.49538317000166	13.0297416771897	0.000306582836296703	0.00992489872442214	chr3	-	194115549	194119995	GP5	4446	3493	-6.92635048729141	-1.2161024850134	-6.9263504872914	-6.92635048729141
NM_004489	-0.0265178359968002	6.95799427204319	0.00308685423792099	0.955692756218858	1	chr17	-	7215977	7218658	GPS2	2681	1157	6.89975783483034	7.03759839582265	7.0185878745509	6.86582888494005
NM_004490	0.550632441421275	2.36952753057757	1.13242845863394	0.287257936491767	1	chr2	-	165349322	165478360	GRB14	129038	2387	1.83046287464593	2.24584353254521	2.77685456967614	2.40646519455527
NM_004491	0.126860026120014	5.76741895234382	0.0705729965360984	0.790504317875641	1	chr19	+	47421932	47508333	ARHGAP35	86401	8888	5.52892987524062	5.86330877034477	5.78930767590662	5.85694306783952
NM_004492	-0.525666617774221	2.19469118179326	1.11228865241121	0.291584986894142	1	chr15	-	59930260	59949737	GTF2A2	19477	1582	2.51625939359058	2.30866804530441	1.80420985280116	1.96669140454884
NM_004496	0.591735882554345	3.87798626947717	0.703863393314676	0.401488575163451	1	chr14	-	38058756	38064325	FOXA1	5569	3380	-2.42945018108117	5.0405157057873	-0.272256824162995	4.6162140146612
NM_004497	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	46367517	46377055	FOXA3	9538	1989	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004498	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	-	53049159	53082209	ONECUT1	33050	2118	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004499	-0.0301856891592897	6.15567752960668	0.00406637015997546	0.949154881662622	1	chr5	+	177631507	177638184	HNRNPAB	6677	1675	6.31463063908239	6.00757249702254	6.2909269690084	5.9709100494051
NM_004501	0.110719690708477	6.95898525483322	0.0538275461888702	0.81653207787329	1	chr1	-	245013601	245027827	HNRNPU	14226	6789	6.74179925319358	7.05373545662757	6.99560136483648	7.02150459976617
NM_004502	-2.65779652477988	0.124869712066214	8.96825166416673	0.00274711344725695	0.0551694957202037	chr17	-	46684594	46688383	HOXB7	3789	1366	0.401727615936707	0.932229157250496	-6.9263504872914	-0.24461682066987
NM_004505	-0.14826312584628	-3.01089799566566	0.014988158145381	0.902561542700343	1	chr17	+	5031686	5078324	USP6	46638	7971	-2.73549210010083	-6.92635048729141	-4.3448530344316	-3.96707200003978
NM_004507	0.0192951394446621	4.71742295782619	0.00161178863075406	0.967975861683423	1	chr7	-	48002884	48019222	HUS1	16338	3017	4.85963334293913	4.49999095894721	5.03563640982659	4.36242436105276
NM_004508	0.379083987480272	3.77758068310272	0.593994720791876	0.440878529154853	1	chr10	-	1085963	1095061	IDI1	9098	2136	3.71944383879775	3.40926838208714	3.8434562025826	4.04210509954339
NM_004509	-0.0907863270799152	4.87348936964102	0.0363914082090773	0.848709458460885	1	chr2	-	231033644	231084827	SP110	51183	2505	4.93687175597843	4.89309901781277	4.78416652201636	4.86406516289577
NM_004514	0.100227300880073	7.51168760587848	0.0449287562639853	0.832135085083152	1	chr17	+	80477593	80562483	FOXK2	84890	5262	7.6719192065989	7.21734158101841	7.74351732552276	7.34619613917905
NM_004515	-0.222322814895411	7.46520414200932	0.219244461523544	0.639616204714787	1	chr1	-	153634263	153643504	ILF2	9241	1887	7.71787011676304	7.41588536608325	7.40061754004435	7.2884886580029
NM_004519	7.19600724356006	-1.44789826348802	26.9294197299762	2.11022177831832e-07	3.91797843507768e-05	chr8	-	133133104	133493004	KCNQ3	359900	11248	-6.92635048729141	-6.92635048729141	-2.22990964073875	-0.065698829521035
NM_004521	0.150397138028644	6.91642034687776	0.097875399697017	0.754394289588575	1	chr10	-	32297937	32345371	KIF5B	47434	5889	6.77770041973124	6.87733914025623	6.7358257509182	7.21977333812335
NM_004522	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	149632791	149883273	KIF5C	250482	6958	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004523	0.160674384145689	5.7929766028895	0.0892510126942057	0.76513150586279	1	chr10	+	94352824	94415152	KIF11	62328	5078	5.15658007623885	6.17409158366767	5.89941192139407	5.7541986020023
NM_004524	1.09007207326825	0.976993083026782	2.42721079872114	0.119244903681569	0.93820522888307	chr17	+	73521782	73571290	LLGL2	49508	3505	1.21076921325547	-0.940865630574613	1.15165486596664	1.37810000176197
NM_004525	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	169983618	170219122	LRP2	235504	15735	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004526	-0.15513510191593	4.73812412992754	0.099499020793786	0.752431658891506	1	chr3	+	127317199	127341278	MCM2	24079	3487	5.18640849929351	4.36925409284812	4.74721136850279	4.4984535523788
NM_004528	-0.175986932179607	3.97782521715639	0.135672878204089	0.712621225364371	1	chr1	+	165600109	165625372	MGST3	25263	1518	4.09685041296141	4.018230362348	3.90000794968881	3.86309194694266
NM_004529	0.845058125699969	3.18692968853735	2.9948224701177	0.0835310675784507	0.759074547889012	chr9	-	20341662	20622542	MLLT3	280880	6772	2.83598154722741	2.51304173955671	3.80589482821067	3.23223813900726
NM_004530	0.0966438284338607	9.50205856760651	0.0416758956251329	0.838238822122593	1	chr16	+	55513080	55540586	MMP2	27506	3526	9.64418631979058	9.2175010784924	9.8117209707913	9.24325059488591
NM_004532	-5.69170153873627	-2.36737772517607	12.019945688761	0.000526342359105071	0.014966774169267	chr3	-	195473637	195538844	MUC4	65207	4096	-0.887726440062129	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004533	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	50936159	50969583	MYBPC2	33424	3598	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004535	1.6665552997375e-17	-3.92635065335074	0	1	1	chr20	+	62795826	62873606	MYT1	77780	5535	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004537	-0.0811071673312187	6.80192824503437	0.0289013385091579	0.865007040644147	1	chr12	-	76438671	76478738	NAP1L1	40067	5125	6.73220118822664	6.94564262741602	6.79026941314412	6.72550686822371
NM_004538	-4.17013626455162	-0.995460071147398	15.3635485237163	8.86827058113806e-05	0.00369927991774433	chrX	-	92925924	92928682	NAP1L3	2758	2758	0.775177712152863	-6.92635048729141	-3.47069933393384	-6.92635048729141
NM_004539	-0.172540202537991	6.45399472802261	0.132722357957068	0.715625937049908	1	chr18	-	55267893	55289177	NARS	21284	2865	6.01079437570094	6.91460247695254	5.80948257899882	6.77074907495528
NM_004540	1.6665552997375e-17	-3.92635065335074	0	1	1	chr21	+	22370632	22912517	NCAM2	541885	5002	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004541	1.84414760340815	-0.908707029931835	6.01115345213317	0.0142157320340878	0.204728162176087	chrX	+	119005733	119010629	NDUFA1	4896	486	-4.51607163017132	-1.2161024850134	-0.682527228726183	-0.343149050073012
